counterfeit_smiles,parent_smiles,category,similarity_to_parent,qed,sa_score,p_counterfeit,n_edited_atoms,edited_atoms
O=C(O)C(=Cc1ccccc1Cl)c1ccccc1,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.5,0.668,1.82,,1,11
COc1ccccc1/C=C(/c1ccccc1)c1ccccc1,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.56,0.593,1.69,,6,16 17 18 19 20 21
Cc1cc(=O)oc2ccc(COC(C)C)c(O)c12,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.483,0.848,2.5,,4,11 12 13 14
CCOCc1ccc2oc(=O)cc(C)c2c1O,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.467,0.828,2.43,,3,0 1 2
CCC(F)(F)Cc1ccc2oc(=O)cc(C)c2c1O,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.459,0.868,2.82,,4,0 1 3 4
CCCc1ccc2oc(=O)cc(C)c2c1O,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.5,0.788,2.31,,1,0
Cc1cc(=O)oc2ccc(COc3ccccc3)c(O)c12,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.418,0.748,2.11,,7,11 12 13 14 15 16 17
Cc1cc(=O)oc2ccc(Cc3ccccc3)c(O)c12,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.444,0.723,2.1,,6,11 12 13 14 15 16
Cc1cc(=O)oc2ccc(-c3ccccc3)c(O)c12,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,evolved,0.475,0.674,2.04,,6,10 11 12 13 14 15
CCC(=O)/C(=C/c1ccccc1)NC(=O)C1C(C)C1(C)C,C/C=C(\NC(=O)C1C(C)C1(C)C)C(=O)O,evolved,0.418,0.843,3.31,,8,0 1 6 7 8 9 10 11
CCNC(=O)C1C(C)C1(C)C,C/C=C(\NC(=O)C1C(C)C1(C)C)C(=O)O,evolved,0.41,0.642,3.14,,0,
C/C=C(\NC(C)=O)C(=O)O,C/C=C(\NC(=O)C1C(C)C1(C)C)C(=O)O,evolved,0.4,0.539,2.57,,1,5
O=C(c1ccccc1O)C1(c2ccccc2)CCCCC1,O=C(O)C1(c2ccccc2)CCCCC1,evolved,0.5,0.842,2.11,,7,2 3 4 5 6 7 8
O=C(Cc1ccccc1)C1(c2ccccc2)CCCCC1,O=C(O)C1(c2ccccc2)CCCCC1,evolved,0.521,0.792,1.92,,7,2 3 4 5 6 7 8
O=C(OCc1ccccc1)C1(c2ccccc2)CCCCC1,O=C(O)C1(c2ccccc2)CCCCC1,evolved,0.481,0.768,1.87,,7,3 4 5 6 7 8 9
c1ccc(C2(c3ccccc3)CCCCC2)cc1,O=C(O)C1(c2ccccc2)CCCCC1,evolved,0.425,0.693,1.81,,6,5 6 7 8 9 10
CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1Cc1ccccc1,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2C(=O)c2ccco2)cc1,evolved,0.443,0.928,3.25,,7,18 19 20 21 22 23 24
COc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2C)cc1,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2C(=O)c2ccco2)cc1,evolved,0.602,0.91,3.24,,0,
O=C(O)[C@@H]1[C@@H](Cc2ccccc2)N(Cc2ccccc2)C[C@H]1c1ccc2c(c1)OCO2,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2C(=O)c2ccco2)cc1,evolved,0.416,0.65,3.16,,9,5 6 7 8 9 10 11 18 19
CCOc1ccccc1C1=NC(N)C(=O)Nc2ccc(Cl)cc21,NC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,evolved,0.539,0.909,2.91,,3,0 1 2
Cc1ccccc1C1=NC(N)C(=O)Nc2ccc(Cl)cc21,NC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,evolved,0.594,0.85,2.9,,1,0
NC1N=C(c2ccccc2)c2cc(C(=O)O)ccc2NC1=O,NC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,evolved,0.636,0.78,2.79,,3,13 14 15
NC1N=C(c2ccccc2)c2cc(Cc3ccccc3)ccc2NC1=O,NC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,evolved,0.592,0.767,2.72,,7,13 14 15 16 17 18 19
NC1N=C(c2ccccc2)c2cc(-c3ccccc3)ccc2NC1=O,NC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,evolved,0.656,0.757,2.66,,6,13 14 15 16 17 18
Cc1ccc2c(c1)Nc1cscc1C(N(C)CCN(C)C)=N2,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.457,0.937,3.02,,7,14 15 16 17 18 19 20
Cc1ccc2c(c1)Nc1cscc1C(NCCN(C)C)=N2,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.434,0.913,2.91,,6,14 15 16 17 18 19
CCCN1CCN(C2=Nc3ccc(C)cc3Nc3cscc32)CC1,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.746,0.888,2.7,,2,0 1
Cc1ccc2c(c1)Nc1cscc1C(NCCc1ccccc1)=N2,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.442,0.706,2.6,,9,14 15 16 17 18 19 20 21 22
Cc1ccc2c(c1)Nc1cscc1C(c1ccccc1)=N2,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.456,0.506,2.54,,6,14 15 16 17 18 19
c1ccc(-c2ccc3c(c2)Nc2cscc2C(N2CCN(c4ccccc4)CC2)=N3)cc1,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.488,0.396,2.51,,12,0 1 2 3 21 22 23 24 25 26 30 31
c1ccc(CN2CCN(C3=Nc4ccc(-c5ccccc5)cc4Nc4cscc43)CC2)cc1,Cc1ccc2c(c1)Nc1cscc1C(N1CCN(C)CC1)=N2,evolved,0.462,0.394,2.51,,12,0 1 2 3 15 16 17 18 19 20 31 32
CC(F)(F)c1nnc2n1CCN(C(=O)C[C@H](N)c1ccccc1)C2,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1F.O=P(O)(O)O,evolved,0.412,0.925,3.08,,7,0 17 18 19 20 21 22
CCOc1ccc(F)cc1C(=O)N1CCn2c(nnc2C(F)(F)F)C1,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1F.O=P(O)(O)O,evolved,0.42,0.791,2.45,,10,0 1 2 3 4 5 6 7 8 9
CCOC(=O)C1=C(CC)NC(CF)=C(C)C1c1ccccc1C(F)(F)F,CCOC(=O)C1=C(COCCN)NC(CF)=C(C(=O)OC)C1c1cccc(C(F)(F)F)c1Cl,evolved,0.4,0.593,3.28,,5,8 22 23 24 25
CCOC(=O)C1=C(COCCN)NC(Cc2ccccc2)=C(C)C1c1ccccc1,CCOC(=O)C1=C(COCCN)NC(CF)=C(C(=O)OC)C1c1cccc(C(F)(F)F)c1Cl,evolved,0.41,0.491,3.04,,6,15 16 17 18 19 20
CC(C)CCCn1cnc2c(=O)[nH]c(N)nc21,Nc1nc2c(ncn2CC(CO)CO)c(=O)[nH]1,evolved,0.523,0.831,2.55,,3,0 1 2
CCOc1ccc(Cn2cnc3c(=O)[nH]c(N)nc32)cc1,Nc1nc2c(ncn2CC(CO)CO)c(=O)[nH]1,evolved,0.465,0.749,2.23,,9,0 1 2 3 4 5 6 19 20
CC(C)N[C@@H](CCc1ccccc1)C(=O)O,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,evolved,0.419,0.773,2.21,,0,
CC[C@@H]1CCCN1C(=O)[C@H](CCc1ccccc1)NC(C)C,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,evolved,0.448,0.837,2.8,,7,0 12 13 14 15 16 17
CC[C@@H]1CCCN1C(=O)[C@H](CCc1ccccc1)NCc1ccccc1,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,evolved,0.418,0.775,2.69,,13,0 12 13 14 15 16 17 20 21 22 23 24 25
COS[C@@H]1CN[C@H](C(=O)N2CC[C@H](CNCC(F)(F)c3ccccc3)C2)C1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N4CC[C@H](CNCC(F)(F)F)C4)C3)[C@H](C)[C@H]12,evolved,0.427,0.657,4.02,,8,0 1 19 20 21 22 23 24
COS[C@@H]1CN[C@H](C(=O)N2CC[C@H](CNCC(C)(F)c3ccccc3)C2)C1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N4CC[C@H](CNCC(F)(F)F)C4)C3)[C@H](C)[C@H]12,evolved,0.436,0.662,4.18,,9,0 1 17 19 20 21 22 23 24
O=C([C@@H]1C[C@H](SOc2ccccc2)CN1)N1CC[C@H](CNCC(F)(F)c2ccccc2)C1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N4CC[C@H](CNCC(F)(F)F)C4)C3)[C@H](C)[C@H]12,evolved,0.402,0.558,3.89,,13,6 7 8 9 10 11 12 25 26 27 28 29 30
CC[C@H](C)c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCC1=NC(=O)C(C(F)(F)F)(C(F)(F)F)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,evolved,0.424,0.783,2.46,,3,0 1 3
c1ccc(-c2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc1,CCCC1=NC(=O)C(C(F)(F)F)(C(F)(F)F)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,evolved,0.402,0.616,1.82,,6,0 1 2 3 21 22
CC(=Nc1nncc2ccccc12)C(=O)O,CC(=NNc1nncc2ccccc12)C(=O)O,evolved,0.468,0.775,2.86,,5,0 1 13 14 15
Fc1ccc(-c2ccc(Cl)cc2)cc1,Cc1[nH]c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(F)cc1,evolved,0.404,0.658,1.23,,3,8 9 10
COc1ccc(-c2ccc(C(C)C(=O)O)cc2)cc1,CCC(C)c1ccc(C(C)C(=O)O)cc1,evolved,0.413,0.91,2.03,,8,0 1 2 3 4 5 17 18
Cc1ccc(C(C)C(=O)O)cc1,CCC(C)c1ccc(C(C)C(=O)O)cc1,evolved,0.514,0.727,2.02,,0,
CCC(C)c1ccc(-c2ccccc2)cc1,CCC(C)c1ccc(C(C)C(=O)O)cc1,evolved,0.419,0.678,1.84,,6,8 9 10 11 12 13
CC(C)COc1c2sccc2nc2c(=O)[nH][nH]c(=O)c12,O=c1[nH][nH]c(=O)c2c(O)c3sccc3nc12,evolved,0.471,0.771,3.04,,4,0 1 2 3
CCCOc1c2sccc2nc2c(=O)[nH][nH]c(=O)c12,O=c1[nH][nH]c(=O)c2c(O)c3sccc3nc12,evolved,0.478,0.761,2.99,,3,0 1 2
CCC(CC)Oc1c2sccc2nc2c(=O)[nH][nH]c(=O)c12,O=c1[nH][nH]c(=O)c2c(O)c3sccc3nc12,evolved,0.478,0.774,3.21,,5,0 1 2 3 4
CCCCOc1c2sccc2nc2c(=O)[nH][nH]c(=O)c12,O=c1[nH][nH]c(=O)c2c(O)c3sccc3nc12,evolved,0.464,0.72,2.94,,4,0 1 2 3
O=c1[nH][nH]c(=O)c2c(OCc3ccccc3)c3sccc3nc12,O=c1[nH][nH]c(=O)c2c(O)c3sccc3nc12,evolved,0.438,0.605,2.68,,7,9 10 11 12 13 14 15
O=c1[nH][nH]c(=O)c2c(Oc3ccc(Oc4ccccc4)cc3)c3sccc3nc12,O=c1[nH][nH]c(=O)c2c(O)c3sccc3nc12,evolved,0.432,0.463,2.66,,13,9 10 11 12 13 14 15 16 17 18 19 20 21
CC(C)C(=O)NCCc1cccc2ccccc12,O=C(NCCc1cccc2ccccc12)C1CCC1,evolved,0.59,0.875,1.68,,3,0 1 2
CCCC(=O)NCCc1cccc2ccccc12,O=C(NCCc1cccc2ccccc12)C1CCC1,evolved,0.571,0.855,1.64,,3,0 1 2
CC(=O)NCCc1cccc2ccccc12,O=C(NCCc1cccc2ccccc12)C1CCC1,evolved,0.632,0.834,1.59,,1,0
O=C(NCCc1cccc2ccccc12)c1ccccc1,O=C(NCCc1cccc2ccccc12)C1CCC1,evolved,0.554,0.77,1.49,,2,17 18
CCCc1cccc2ccccc12,O=C(NCCc1cccc2ccccc12)C1CCC1,evolved,0.448,0.643,1.41,,1,0
CN(C)c1ccc(C(=O)NCc2cncs2)c(F)c1,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cncs2)c(F)c1,evolved,0.469,0.934,2.34,,0,
O=C(NCc1cncs1)c1ccc(F)cc1F,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cncs2)c(F)c1,evolved,0.404,0.913,2.18,,1,13
CC(=O)N1CCN(Cc2ccc([N+](=O)[O-])o2)CC1,CC(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,evolved,0.427,0.589,2.21,,8,8 9 10 11 12 13 14 15
CN(C)CCN(CCc1ccccc1)S(=O)(=O)c1ccc(F)c(N)c1,CN(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC1CC2CCO[C@@H]2C1)S(=O)(=O)c1ccc(F)c(N)c1,evolved,0.416,0.729,2.14,,6,8 9 10 11 12 13
C[N+]1(CCOCCc2ccccc2)CCCC1,COCCOCCOCC[N+]1(C)CCCC1.[I-],evolved,0.442,0.543,2.43,,6,7 8 9 10 11 12
COCC[N+]1(CCC[N+]2(C)CCCC2)CCCC1,COCCOCCOCC[N+]1(C)CCCC1.[I-],evolved,0.4,0.632,3.52,,8,6 7 8 9 10 11 12 13
COc1ccccc1C1=NC/C(=C/[N+](=O)[O-])Nc2ccc(F)cc21,O=[N+]([O-])/C=C1/CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,evolved,0.5,0.694,2.84,,3,0 1 21
O=[N+]([O-])/C=C1/CN=C(c2ccccc2OCc2ccccc2)c2cc(F)ccc2N1,O=[N+]([O-])/C=C1/CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,evolved,0.429,0.491,2.72,,9,14 15 16 17 18 19 20 21 25
COc1cc2nc(N3CCN(C)CC3)nc(N)c2cc1OC,COC(=O)/C=C/C=C/C(=O)N1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,evolved,0.566,0.905,2.15,,0,
O=C(OC1C2CC3COC1C3C2)[C@H](Nc1ccccc1)c1ccccc1,N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)OC1C2CC3COC1C3C2)c1ccccc1,evolved,0.612,0.834,4.49,,6,14 15 16 17 18 19
CC(C)OC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c1ccccc1,N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)OC1C2CC3COC1C3C2)c1ccccc1,evolved,0.512,0.635,2.83,,3,0 1 2
CCCOC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c1ccccc1,N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)OC1C2CC3COC1C3C2)c1ccccc1,evolved,0.482,0.605,2.77,,3,0 1 2
N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)Oc1ccccc1)c1ccccc1,N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)OC1C2CC3COC1C3C2)c1ccccc1,evolved,0.47,0.515,2.69,,0,
Cc1ccc(C(=O)NCc2nccs2)cc1,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1,evolved,0.413,0.882,1.8,,1,0
COCC1(O)C(C)CCC2C1CCC1CC(OC(=O)OC)CCC12C,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1,evolved,0.417,0.782,4.43,,3,0 1 2
CCC1(CC)CCC2C(CCC3CC(OC(=O)OC)CCC32C)C1(C)Cc1ccccc1,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1,evolved,0.407,0.438,4.34,,11,0 3 4 24 25 26 27 28 29 30 31
COc1c(CC(N)=O)cccc1-c1ccc(Cl)cc1,COc1c(CC(=O)O)cccc1-c1ccc(Cl)cc1,evolved,0.755,0.932,1.84,,1,6
COc1c(C)cccc1-c1ccc(Cl)cc1,COc1c(CC(=O)O)cccc1-c1ccc(Cl)cc1,evolved,0.482,0.749,1.59,,0,
COc1c(CC(N)=O)cccc1-c1ccc(-c2ccccc2)cc1,COc1c(CC(=O)O)cccc1-c1ccc(Cl)cc1,evolved,0.524,0.771,1.81,,7,6 16 17 18 19 20 21
CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(c3ccccc3)S(=O)(=O)[C@@H]12,CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@@H]12,evolved,0.6,0.608,4.25,,6,16 17 18 19 20 21
CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)c3ccccc3)C(C)(c3ccccc3)S(=O)(=O)[C@@H]12,CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@@H]12,evolved,0.507,0.394,4.09,,12,13 14 15 16 17 18 21 22 23 24 25 26
CC1C2CCC3=CC(=O)C=CC3(C)[C@@]2(F)C(O)CC1(C)CCO,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,evolved,0.405,0.822,4.65,,3,20 21 22
CC1(CO)CC(O)[C@@]2(F)C(CCC3=CC(=O)C=CC32C)C1O,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,evolved,0.402,0.682,4.59,,2,2 3
Oc1ccc(-c2ccccc2-c2nnnn2Cc2ccccc2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nnnn2Cc2ccccc2)cc1,evolved,0.5,0.619,1.96,,1,0
c1ccc(Cn2nnnc2-c2ccccc2-c2ccccc2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nnnn2Cc2ccccc2)cc1,evolved,0.468,0.571,1.82,,0,
CC(C)Cc1cc2c(cc1Cl)NC(CSN)NS2(=O)=O,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,evolved,0.4,0.734,3.99,,5,0 1 2 3 15
CC(C)CSCC1Nc2cc(F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,evolved,0.487,0.695,3.81,,3,0 2 11
COCCC12NC(Cc3ccccc31)c1ccccc12,CCCCCCC12NC(Cc3ccccc31)c1ccccc12,evolved,0.656,0.92,4.06,,2,0 1
CCC12NC(Cc3ccccc31)c1ccccc12,CCCCCCC12NC(Cc3ccccc31)c1ccccc12,evolved,0.613,0.797,3.92,,0,
c1ccc(CC23NC(Cc4ccccc42)c2ccccc23)cc1,CCCCCCC12NC(Cc3ccccc31)c1ccccc12,evolved,0.507,0.74,3.74,,6,0 1 2 3 21 22
[2H]C([2H])(c1ccc(OC([2H])([2H])C([2H])([2H])[2H])cc1)c1cc(CCCO)ccc1Cl,[2H]C([2H])(c1ccc(OC([2H])([2H])C([2H])([2H])[2H])cc1)c1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl,evolved,0.482,0.828,4.39,,4,20 21 22 23
COc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,[2H]C([2H])(c1ccc(OC([2H])([2H])C([2H])([2H])[2H])cc1)c1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl,evolved,0.4,0.574,3.24,,2,0 1
CCOc1ccc(Cc2cc(CC)ccc2Cl)cc1F,CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F,evolved,0.455,0.751,1.87,,2,11 12
CCOc1ccc(Cc2cc(-c3ccccc3)ccc2Cl)cc1F,CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F,evolved,0.412,0.542,1.81,,0,
N[C@@H](CC(=O)c1ccccc1)Cc1cc(F)ccc1F,C[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,evolved,0.425,0.852,2.39,,6,5 6 7 8 9 10
OCCOc1cncc(-c2cccc(Cl)c2)c1,Clc1cccc(-c2cncc(O[C@@H]3CCNC3)c2)c1,evolved,0.471,0.906,1.92,,3,0 1 2
Clc1ccccc1-c1cncc(O[C@@H]2CCNC2)c1,Clc1cccc(-c2cncc(O[C@@H]3CCNC3)c2)c1,evolved,0.556,0.934,2.68,,1,0
Fc1ccc(-c2cncc(O[C@@H]3CCNC3)c2)cc1,Clc1cccc(-c2cncc(O[C@@H]3CCNC3)c2)c1,evolved,0.612,0.919,2.61,,1,0
CCOc1cncc(-c2cccc(Cl)c2)c1,Clc1cccc(-c2cncc(O[C@@H]3CCNC3)c2)c1,evolved,0.485,0.805,1.78,,2,0 1
Clc1cncc(Oc2cncc(O[C@@H]3CCNC3)c2)c1,Clc1cccc(-c2cncc(O[C@@H]3CCNC3)c2)c1,evolved,0.493,0.938,3.04,,8,0 1 2 3 4 5 6 19
Clc1cccc(-c2cncc(OCc3ccccc3)c2)c1,Clc1cccc(-c2cncc(O[C@@H]3CCNC3)c2)c1,evolved,0.44,0.677,1.72,,7,12 13 14 15 16 17 18
[2H]O[N+](=O)c1ccc2c(c1)C(c1ccccc1C)=NCC(=O)N2,[2H]c1c([2H])c([2H])c(C2=NCC(=O)Nc3ccc([N+](=O)[O-])cc32)c(F)c1[2H],evolved,0.432,0.854,3.21,,2,0 17
COc1ccc2c(c1)C(c1ccccc1[N+](=O)[O-])=NCC(=O)N2,[2H]c1c([2H])c([2H])c(C2=NCC(=O)Nc3ccc([N+](=O)[O-])cc32)c(F)c1[2H],evolved,0.4,0.695,2.42,,5,0 1 15 16 17
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,[2H]c1c([2H])c([2H])c(C2=NCC(=O)Nc3ccc([N+](=O)[O-])cc32)c(F)c1[2H],evolved,0.532,0.677,2.28,,0,
[2H]c1c([2H])c(F)c(C2=NCC(=O)Nc3ccc([N+](=O)OC)cc32)c([2H])c1F,[2H]c1c([2H])c([2H])c(C2=NCC(=O)Nc3ccc([N+](=O)[O-])cc32)c(F)c1[2H],evolved,0.483,0.877,4.57,,2,20 26
[2H]c1c([2H])c([2H])c(C2=NCC(=O)Nc3ccc([N+](=O)OC)cc32)c(C)c1[2H],[2H]c1c([2H])c([2H])c(C2=NCC(=O)Nc3ccc([N+](=O)[O-])cc32)c(F)c1[2H],evolved,0.5,0.886,4.89,,2,20 24
O=C(CC1CCCCC1)NCCc1ccccc1,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc1ccccc1,evolved,0.417,0.847,1.63,,6,3 4 5 6 7 8
C[C@H](C(=O)NCCc1ccccc1)C1CCCCC1,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc1ccccc1,evolved,0.435,0.86,2.27,,6,13 14 15 16 17 18
COc1ccccc1C1(C2=NCCN2)COc2ccccc2O1,CC(C)C1(C2=NCCN2)COc2ccccc2O1,evolved,0.429,0.945,3.28,,8,0 1 2 3 4 5 6 7
c1ccc(C2(C3=NCCN3)COc3ccccc3O2)cc1,CC(C)C1(C2=NCCN2)COc2ccccc2O1,evolved,0.478,0.918,3.22,,6,0 1 2 3 19 20
C[C@@H]1[CH]N(Cc2ccccc2)C(C(=O)O)=C1S[C@@H]1CCO[C@@H]1CN,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CCO[C@@H]3CN)[C@H](C)[C@H]12,evolved,0.411,0.823,4.16,,7,4 5 6 7 8 9 10
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCN)[C@H](C)[C@H]12,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CCO[C@@H]3CN)[C@H](C)[C@H]12,evolved,0.535,0.483,4.08,,2,13 14
Clc1ccc(-c2ccccc2)c(CCN2CCOCC2)c1,Clc1ccc(OCCc2ccccc2)c(CCN2CCOCC2)c1.O=C(O)C(=O)O,evolved,0.451,0.85,1.82,,6,5 6 7 8 9 10
OCCOc1ccc(Cl)cc1CCCc1ccccc1,Clc1ccc(OCCc2ccccc2)c(CCN2CCOCC2)c1.O=C(O)C(=O)O,evolved,0.439,0.838,1.75,,8,0 13 14 15 16 17 18 19
OCCOc1ccc(Cl)cc1CCN1CCOCC1,Clc1ccc(OCCc2ccccc2)c(CCN2CCOCC2)c1.O=C(O)C(=O)O,evolved,0.658,0.862,2.02,,1,0
CCc1cc(Cl)ccc1OCCc1ccccc1,Clc1ccc(OCCc2ccccc2)c(CCN2CCOCC2)c1.O=C(O)C(=O)O,evolved,0.527,0.768,1.59,,0,
c1ccc(CCN2CCOCC2)cc1,Clc1ccc(OCCc2ccccc2)c(CCN2CCOCC2)c1.O=C(O)C(=O)O,evolved,0.437,0.719,1.5,,0,
CNC(=O)Cc1cn2cc(-c3cccnc3)ccc2n1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.464,0.784,2.33,,5,0 1 2 3 4
CC(C)CNc1cn2cc(-c3cccnc3)ccc2n1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.512,0.786,2.45,,3,0 1 2
CNC(=O)c1cn2cc(-c3cccnc3)ccc2n1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.5,0.756,2.29,,4,0 1 2 3
O=C(c1cn2cc(-c3cccnc3)ccc2n1)N1CCCC1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.42,0.729,2.25,,7,0 1 17 18 19 20 21
CNC(C)Cc1cn2cc(-c3cccnc3)ccc2n1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.414,0.789,2.91,,5,0 1 2 3 4
